49.04531308,-123.2720714,128,198,,
49.01650025,-117.031837,177,208,,
46.26369945,-124.0191417,110,232,,
46.02011129,-116.9000011,172,237,,
41.94342502,-124.2828136,96,284,,
41.97610339,-117.0757823,163,297,,
42.008765,-119.976173,134,292,, 
39.01947226,-120.0201183,129,329,,
37.935826,-122.7447277,99,336,,
34.47969815,-120.4815441,114,384,,
33.77032391,-118.3941417,133,396,,
32.54712627,-117.1087413,143,412,,
32.73215334,-114.7796398,167,414,,
35.06627714,-114.6917491,173,388,,
37.02039476,-114.0765148,183,364,,
42.03325021,-114.0325695,191,302,,
42.03325021,-111.0442882,219,305,,
45.02721297,-111.0442882,223,267,,
46.67984929,-114.384132,197,241,,
41.01334605,-109.0667491,236,319,,
37.02039476,-109.0228038,231,369,,
31.35395413,-110.9563976,205,437,,
31.39147458,-109.0667491,224,439,,
31.87787305,-106.4300304,251,435,,
32.02702119,-103.0462413,287,435,,
30.60041357,-104.9358898,267,452,,
29.03728539,-103.2220226,283,473,,
29.80284021,-101.8597179,297,463,,
36.52759328,-103.002296,291,381,,
37.02039476,-103.002296,291,374,,
37.05547352,-102.0794445,301,375,,
40.04472193,-102.0794445,302,278,,
41.01334605,-102.0794445,302,325,,
41.04649693,-104.0130382,284,324,,
43.03704734,-104.0130382,286,299,,
44.99614527,-104.1009288,287,272,,
49.00929444,-104.0130382,290,212,,
36.54395522,-99.99178173,321,382,,
34.64297493,-99.99178173,320,406,,
26.48119907,-99.20076611,326,505,,
26.0082193,-97.17928173,347,512,,
28.66244754,-96.16853954,360,479,,
29.73653067,-93.88338329,383,466,,
33.07387233,-94.05916454,381,425,,
33.62450471,-94.49861767,375,418,,
36.5015165,-94.63045361,374,383,,
39.24217215,-94.71811039,370,350,,
40.05424078,-95.37729008,368,340,,
40.62367325,-95.86068852,364,332,,
42.59487251,-96.65170414,356,305,,
43.55782937,-96.56381352,356,295,,
45.92949548,-96.56381352,356,263,,
49.04626261,-97.17904789,351,222,,
49.04626261,-95.20150883,367,222,,
48.02788943,-89.62045414,417,235,,
46.77873921,-92.25717289,396,252,,
45.49992256,-92.87240727,390,267,,
44.75582797,-92.82846195,390,279,,
43.93877232,-91.29037602,405,289,,
43.5259747,-91.29037602,406,294,,
43.5259747,-90.63119633,412,307,,
41.97718035,-90.1917432,418,314,,
41.32044258,-91.11459477,408,322,,
40.49012165,-91.42221195,404,332,,
38.93519131,-90.1917432,418,353,,
37.17052192,-89.18100102,429,374,,
36.57288555,-89.44467289,427,380,,
36.04168759,-89.75229008,423,288,,
35.00449426,-90.23568852,420,400,,
33.037824,-91.2464307,410,425,,
31.10154027,-91.64193852,406,450,,
31.10154027,-89.8401807,425,359,,
29.12496318,-90.23568852,422,473,,
30.49758613,-88.38998539,420,458,,
35.07645441,-88.12631352,440,400,,
37.90230127,-88.03842289,439,365,,
41.6824769,-87.51107914,443,316,,
42.46533547,-87.90658695,438,306,,
45.34570333,-87.07162602,445,267,,
45.71512178,-84.74252445,464,262,,
43.90711968,-83.68783695,474,288,,
43.04613556,-82.32553227,489,295,,
41.78086212,-83.46811039,481,313,,
41.74808379,-84.83041508,468,315,,
39.13999368,-84.69857914,470,347,,
38.52380805,-82.58920414,492,353,,
37.58956102,-82.1058057,499,365,,
36.64343821,-83.64389164,484,377,,
36.64343821,-81.66635258,502,376,,
35.04048225,-84.30307133,479,397,,
35.00449426,-85.66537602,467,399,,
35.00449426,-88.03842289,440,400,,
30.38392334,-88.4339307,439,457,,
30.38392334,-87.46713383,450,457,,
31.02625384,-87.64291508,447,448,,
31.0639045,-85.05014164,475,457,,
30.57328764,-81.44662602,512,457,,
29.77549368,-85.13803227,475,464,,
27.85039974,-82.89682133,500,482,,
25.13698675,81.18295414,523,514,,
28.39300154,-80.6995557,525,477,,
30.49758613,-81.57846195,512,457,,
32.18645144,-81.0511182,514,429,,
35.00449426,-83.20443852,490,397,,
34.90544563,-80.78744633,514,394,,
34.81529762,-79.62289555,528,396,,
33.85368123,-78.5901807,537,405,,
32.06549803,-81.0511182,516,430,,
34.97749287,-76.21713383,588,390,,
36.54641167,-75.97543461,559,370,,
39.32199468,-78.35272934,532,337,,
39.72875547,-79.58319809,521,334,,
40.66857552,-80.59394028,509,295,,
42.00483433,-80.52802231,508,306,,
41.98850461,-75.36444809,557,302,,
40.20029391,-74.92499497,565,324,,
39.06656053,-74.83710434,567,336,,
41.05079298,-73.82636215,572,312,,
42.08642007,-73.51874497,574,296,,
42.76760059,-73.27704575,573,289,,
43.55294594,-76.24335434,545,282,,
45.01570831,-74.77118637,554,261,,
45.01570831,-73.32099106,569,260,,
45.01570831,-71.51923325,584,238,,
45.29461535,-71.05780747,589,252,,
47.20876468,-68.90448715,603,224,,
45.69507132,-67.76190903,617,242,,
44.84459312,-66.99286606,626,252,,
43.07332045,-70.70624497,597,279,,
42.05379835,-70.11298325,604,291,,
41.49666586,-71.82685043,590,301,,
41.15013898,-73.60663559,575,309,,
39.06656053,-74.83710434,566,335,,
31.574927,-87.646669,447,441,,
31.631069,-86.855652,456,441,,
31.620545,-85.883362,466,439,,
32.198759,-85.817444,466,431,,
32.254522,-86.586487,457,432,,
32.291678,-87.641175,447,433,,
33.048863,-87.575257,447,423,,
34.048863,-86.789734,455,423,,
33.048863,-85.866883,465,422,,
33.983129,-85.856873,465,410,,
34.054839,-86.862122,455,410,,
34.145812,-87.609192,447,410,,
34.653449,-86.818177,455,404,,
33.522974,-93.240743,389,419,,
33.503509,-92.663961,395,419,,
33.576765,-91.872946,403,419,,
34.305905,-91.345602,407,409,,
34.305905,-92.312399,397,409,,
34.287753,-93.169332,390,409,,
34.287753,-94.048238,381,409,,
34.974773,-93.916403,381,400,,
35.046759,-93.14736,389,400,,
35.028768,-92.422262,396,400,,
35.064746,-91.609274,403,400,,
35.010774,-91.059957,410,400,,
35.691777,-90.554586,415,391,,
35.745295,-91.279684,408,391,,
35.72746,-92.180563,400,391,,
35.620363,-93.169332,391,391,,
35.691777,-93.872457,382,391,,
36.490768,-93.125387,391,382,,
36.52609,-91.74111,405,382,,
41.600501,-72.716572,582,302,,
38.849815,-75.484048,561,340,,
25.858864,-80.832445,525,506,,
26.371827,-81.425707,518,500,,
26.489883,-80.612719,526,499,,
27.293334,-80.942309,523,486,,
27.273806,-81.799242,514,487,,
28.36205,-82.326586,508,478,,
28.342713,-81.293871,518,478,,
28.863568,-81.601488,515,469,,
29.132621,-82.396586,507,469,,
29.706792,-82.678149,503,463,,
29.706792,-81.86516,512,464,,
30.030709,-81.887133,512,457,,
30.068748,-82.656176,503,455,,
30.087762,-83.403246,494,455,,
30.334609,-84.084399,487,454,,
30.201768,-84.787524,476,454,,
30.524069,-85.446704,469,451,,
30.59975,-86.347582,460,451,,
42.320701,-72.554753,580,293,,
42.336946,-71.763737,589,291,,
41.880523,-70.840886,597,294,,
40.69076,-74.581731,565,315,,
40.004181,-74.362004,568,324,,
39.582111,-74.779484,565,329,,
43.196277,-72.867804,577,281,,
43.722592,-72.779913,577,273,,
44.495634,-72.494269,577,265,,
43.100091,-71.659308,588,281,,
43.779386,-71.564813,588,273,,
44.457665,-71.36706,588,265,,
39.256408,-76.972223,545,336,,
38.812652,-76.686578,548,342,,
37.691114,-81.740289,503,359,,
37.656331,-80.817437,510,359,,
38.124522,-80.50982,513,353,,
38.124522,-81.454644,505,353,,
38.863997,-81.432672,505,346,,
38.795529,-80.50982,514,346,,
38.795529,-79.521051,522,346,,
39.120164,-78.883844,526,341,,
39.15425,-80.202203,516,341,,
39.188319,-80.949273,508,341,,
41.10074,-95.781311,364,323,,
41.124181,-94.924377,372,323,,
41.108916,-94.067443,380,322,,
41.15923,-93.188537,388,322,,
41.224702,-92.177795,396,322,,
41.898767,-91.079162,409,314,,
41.91512,-91.89215,401,314,,
41.914405,-92.770577,393,314,,
41.979775,-93.935127,385,314,,
42.012435,-94.726143,377,415,,
42.061393,-95.429268,369,315,,
42.4517,-95.451241,369,307,,
42.46791,-94.462471,377,307,,
42.581265,-93.385811,385,306,,
42.548899,-92.462959,393,306,,
42.516516,-91.715889,401,306,,
43.177008,-91.89167,401,298,,
43.177008,-92.55085,393,298,,
43.209047,-93.605538,385,298,,
43.244923,-94.254134,377,299,,
43.260927,-95.286848,369,299,,
42.114477,-86.012705,456,309,,
42.179641,-85.045908,464,309,,
42.244738,-84.210947,472,309,,
42.650075,-83.485849,477,302,,
42.536845,-84.738291,469,302,,
42.585397,-85.573252,461,302,,
43.45626,-85.705088,458,293,,
43.45217,-84.848154,466,293,,
43.357092,-84.013193,473,293,,
43.357092,-83.002451,481,293,,
43.976959,-84.804209,467,285,,
44.087539,-85.595224,459,285,,
44.652979,-85.441416,459,277,,
44.621709,-84.518564,468,187,,
45.321209,-84.540537,466,268,,
46.301362,-85.265635,457,255,,
46.16457,-86.518076,447,257,,
45.920543,-87.506846,438,260,,
46.468089,-88.385752,431,255,,
46.619217,-89.374521,422,254,,
38.586438,-87.13838,448,355,,
38.603611,-86.369337,456,355,,
39.116896,-85.380568,462,347,,
39.099846,-86.303419,456,347,,
39.116896,-87.072462,449,347,,
39.896719,87.028517,449,340,,
39.846128,-86.303419,456,340,,
39.846128,-85.490431,463,340,,
40.350358,-85.468458,463,333,,
40.300103,-86.193556,457,333,,
40.249811,-86.80879,450,333,,
40.932858,-86.682448,450,327,,
40.89965,-86.264967,456,327,,
40.916256,-85.561842,462,327,,
41.511296,-85.473952,462,319,,
41.49484,-86.330885,455,319,,
41.527748,-87.03401,448,319,,
30.614366,-89.500197,428,454,,
30.652179,-88.841017,436,454,,
30.935301,-88.884962,436,449,,
30.972988,-89.434279,428,449,,
31.461556,-90.994337,413,444,,
31.555222,-90.466994,419,444,,
31.517767,-89.697951,425,444,,
31.499034,-89.060744,431,444,,
31.499034,-88.489455,438,444,,
31.98487,-88.511427,438,436,,
32.133844,-89.038771,432,436,,
32.22683,-89.719923,426,436,,
32.067534,-90.456007,419,436,,
32.642931,-90.587843,416,430,,
32.661431,-89.950636,422,430,,
32.642931,-89.291457,429,430,,
32.679927,-88.632277,436,430,,
32.716908,-89.313429,430,430,,
32.753874,-89.972609,424,430,,
32.759294,-90.521925,418,430,,
33.379939,-90.368117,418,422,,
33.434966,-89.884718,424,422,,
33.434966,-89.181593,431,422,,
33.434966,-88.478468,437,422,,
33.873922,-88.456496,437,415,,
33.873922,-89.159621,430,415,,
33.873922,-89.884718,423,415,,
33.928634,-90.543898,416,415,,
34.361246,-90.258253,420,409,,
34.343105,-89.621046,427,409,,
34.415643,-88.917921,433,409,,
34.560529,-88.280714,438,409,,
34.921643,-89.291457,428,403,,
32.9899,-92.6313,395,426,,
32.527952,-93.554152,388,432,,
32.490892,-92.587355,395,432,,
32.583512,-91.862257,401,432,,
32.564996,-91.334914,407,432,,
32.082235,-91.334914,407,439,,
32.007736,-92.103957,400,439,,
32.007736,-92.982863,393,439,,
32.044993,-93.554152,386,439,,
31.353295,-93.510207,387,446,,
31.334529,-92.829054,393,446,,
31.353295,-92.191847,400,446,,
31.296986,-91.598585,406,446,,
30.788693,-93.532179,387,452,,
30.788693,-92.872999,393,452,,
30.920733,-92.191847,399,452,,
30.901881,-91.598585,406,452,,
30.958425,-91.071242,412,452,,
30.939581,-90.499953,418,452,,
30.901881,-89.928664,424,452,,
30.580834,-90.192335,421,455,,
30.16378,-90.89546,413,458,,
30.23974,-91.576613,407,458,,
30.334608,-92.323683,401,458,,
30.334608,-92.807082,395,458,,
30.315642,-93.356398,389,458,,
29.850932,-91.510695,409,464,,
29.946174,-90.719679,415,464,,
29.564663,-90.961378,414,468,,
29.679268,-90.565871,418,466,,
29.774673,-89.972609,423,465,,
36.7363,-102.042205,301,378,,
36.77151,-101.361053,308,378,,
36.7363,-100.635955,315,379,,
36.718689,-99.976776,321,379,,
36.7363,-99.361541,328,380,,
36.7363,-98.614471,335,380,,
36.753907,-97.867401,342,380,,
36.77151,-97.186248,349,380,,
36.753907,-96.37326,356,380,,
36.7363,-95.648162,363,380,,
36.701074,-95.054901,370,380,,
35.951799,-95.237885,370,387,,
36.022916,-95.699311,363,387,,
36.076211,-96.753999,356,387,,
36.111721,-97.281342,349,387,,
36.047215,-97.918549,342,387,,
36.064956,-98.467866,335,387,,
36.108155,-99.192963,328,387,,
36.05845,-99.983979,321,387,,
35.416388,-99.962006,321,394,,
35.487983,-99.258881,328,394,,
35.487983,-98.445893,335,394,,
35.47009,-97.742768,342,394,,
35.47009,-96.995698,349,394,,
35.47009,-96.380463,356,394,,
35.452193,-95.677338,363,394,,
35.434293,-95.128022,369,394,,
34.967474,-95.149995,369,401,,
34.862237,-95.748004,362,401,,
34.934322,-96.670856,355,401,,
34.934322,-97.253131,348,401,,
35.042331,-97.82442,341,401,,
35.02434,-98.593463,334,401,,
35.006344,-99.296588,327,401,,
34.337732,-99.252643,327,408,,
34.392145,-98.637408,334,408,,
34.392145,-97.912311,341,408,,
34.374011,-97.209186,347,408,,
34.392145,-96.593951,354,408,,
34.410275,-95.890826,361,408,,
34.410275,-95.231647,368,408,,
34.392145,-94.68233,374,408,,
33.937629,-94.704303,374,414,,
34.010516,-95.385455,367,414,,
33.9923,-96.154498,360,414,,
33.937629,-97.055377,352,413,,
34.210632,-97.978229,341,410,,